System,Package,Name, No. Methods, LCOM, AVCC, NOS, HBUG, HEFF, UWCS, INST, PACK, RFC, CBO, MI, CCML, NLOC, RVF, F-IN, DIT, MINC, S-R, R-R, COH, LMC, LCOM2, MAXCC, HVOL, HIER, NQU, FOUT, Superclass, SIX, EXT, NSUP, TCC, NSUB, MPC, NCO, INTR, CCOM, HLTH, MOD
"","org.joda.time","MockZone",9,0.17,1.22,35,0.36,10499.11,12,3,0,9,6,129.00,0,51,10.00,4,2,129.00,0.00,0.50,0.48,0,0.00,3,1072.37,1,8,2,org.joda.time.DateTimeZone,0.25,0,1,11,0,0,1,0,0,254,1
"","org.joda.time","MonthDay",44,0.15,1.32,149,1.61,38033.95,49,5,16,52,25,85.89,516,216,14.00,8,3,130.01,0.00,0.67,0.05,7,438.00,4,4825.90,6,33,17,org.joda.time.base.BasePartial,0.07,8,2,58,0,8,11,1,63,1142,2
"","org.joda.time","MonthDay$Property",10,0.22,1.00,34,0.31,5717.23,13,3,16,10,4,83.01,103,45,7.00,0,2,131.49,0.00,0.50,0.53,2,0.00,1,919.00,0,9,4,org.joda.time.field.AbstractPartialFieldProperty,0.18,0,1,10,0,0,1,1,15,231,2
"","org.joda.time","Months",20,0.00,1.50,114,1.15,23735.33,37,17,6,24,16,72.15,210,148,16.00,3,2,120.62,0.00,0.50,0.06,2,68.00,2,3437.89,1,19,13,org.joda.time.base.BaseSingleFieldPeriod,0.11,4,1,30,0,4,1,0,32,745,2
"","org.joda.time","MutableDateTime",84,0.09,1.31,254,2.79,49135.59,93,9,12,84,39,83.24,726,410,23.00,24,4,131.35,0.00,0.75,0.02,8,470.00,3,8366.27,7,28,17,org.joda.time.base.BaseDateTime,0.03,0,3,110,0,0,56,1,117,2067,1
"","org.joda.time","MutableDateTime$Property",18,0.06,1.00,56,0.48,6219.48,21,3,12,18,5,90.92,138,75,14.00,0,2,133.21,0.00,0.50,0.39,2,0.00,1,1446.41,0,15,5,org.joda.time.field.AbstractReadableInstantFieldProperty,0.12,0,1,18,0,0,3,0,24,389,3
"","org.joda.time","MutableInterval",27,1.00,1.19,77,0.77,12137.40,28,1,5,27,24,88.84,245,116,11.00,15,3,138.84,0.00,0.67,0.00,4,27.00,2,2322.76,5,3,11,org.joda.time.base.BaseInterval,0.00,0,2,32,0,0,24,1,36,586,1
"","org.joda.time","MutablePeriod",72,1.00,1.07,161,1.75,21993.43,73,1,6,72,29,90.19,656,258,14.00,18,3,140.19,0.00,0.67,0.00,12,72.00,2,5244.74,11,12,14,org.joda.time.base.BasePeriod,0.10,0,2,77,0,0,60,1,90,1386,1
"","org.joda.time.tz","NameProvider",2,0.00,1.00,3,0.06,701.86,2,0,1,2,5,108.67,14,4,0.00,5,1,150.96,0.00,0.00,0.00,0,2.00,1,166.91,0,2,0,,0.00,0,0,2,0,0,0,0,6,48,1
"","org.joda.time.convert","NullConverter",5,1.00,1.00,14,0.12,1332.39,6,1,5,6,15,90.67,47,21,6.00,4,2,140.67,0.00,0.50,0.00,0,5.00,1,370.09,0,2,11,org.joda.time.convert.AbstractConverter,0.00,1,1,5,0,1,3,1,10,96,0
"","org.joda.time.field","OffsetDateTimeField",20,0.05,1.15,59,0.60,13337.85,24,4,3,20,9,137.74,86,87,9.00,4,4,137.50,0.25,0.60,0.20,2,82.00,4,1785.46,5,17,5,org.joda.time.field.DecoratedDateTimeField,0.48,0,3,23,1,0,3,0,12,447,1
"","org.joda.time","Partial",33,0.06,2.73,292,3.77,286331.84,38,5,11,33,34,68.51,396,374,19.00,19,2,106.07,0.00,0.50,0.25,9,4.00,20,11296.61,3,24,15,org.joda.time.base.AbstractPartial,0.11,0,1,90,0,0,9,1,51,2160,2
"","org.joda.time","Partial$Property",12,0.12,1.00,38,0.33,5891.58,15,3,11,12,4,83.53,125,51,7.00,0,2,132.01,0.00,0.50,0.44,2,0.00,1,988.74,2,11,4,org.joda.time.field.AbstractPartialFieldProperty,0.17,0,1,12,0,0,1,1,18,253,2
"","org.joda.time.convert","PartialConverter",4,0.00,1.00,5,0.27,5067.95,4,0,4,4,18,102.44,45,7,0.00,13,2,146.57,0.00,0.50,0.00,0,4.00,1,798.62,0,4,5,,0.00,0,1,4,0,0,0,0,20,184,1
"","org.joda.time","Period",86,0.50,1.33,356,4.99,181664.15,88,2,7,87,77,84.73,1081,470,23.00,65,3,122.30,0.00,0.67,0.01,20,170.00,6,14969.47,6,60,20,org.joda.time.base.BasePeriod,0.02,1,2,114,0,1,26,1,134,3260,2
"","org.joda.time.convert","PeriodConverter",2,0.00,1.00,3,0.06,508.71,2,0,3,2,12,103.95,16,4,0.00,8,2,152.06,0.00,0.50,0.00,0,2.00,1,179.67,0,1,4,,0.00,0,1,2,0,0,1,0,6,46,1
"","org.joda.time.format","PeriodFormat",9,0.44,2.44,80,2.02,131525.08,11,2,9,10,7,113.44,158,150,31.00,3,1,104.31,0.00,0.00,0.11,6,23.00,9,6047.66,0,8,4,java.lang.Object,0.00,1,0,22,0,1,1,0,8,1070,1
"","org.joda.time.format","PeriodFormat$DynamicWordBased",8,0.71,1.25,22,0.26,4729.19,9,1,9,8,5,137.89,6,36,7.00,0,1,137.89,0.00,0.00,0.38,2,14.00,2,791.37,1,5,5,java.lang.Object,0.00,0,0,10,0,0,3,1,2,201,1
"","org.joda.time.format","PeriodFormatter",19,0.14,1.37,77,0.62,11055.99,23,4,8,19,28,76.70,182,108,11.00,22,1,126.70,0.00,0.00,0.38,7,8.00,3,1867.83,0,12,8,java.lang.Object,0.00,0,0,26,0,0,7,0,26,455,1
"","org.joda.time.format","PeriodFormatterBuilder",47,0.01,1.66,263,2.63,120767.38,73,26,19,48,13,69.48,476,359,20.00,5,1,117.96,0.00,0.00,0.04,9,1148.00,7,7900.49,0,42,8,java.lang.Object,0.00,1,0,78,0,1,5,0,52,1670,1
"","org.joda.time.format","PeriodFormatterBuilder$Composite",8,0.07,2.88,81,0.90,36834.49,10,2,19,8,4,104.61,4,93,15.00,0,1,104.61,0.00,0.00,0.56,2,0.00,6,2685.06,0,3,4,java.lang.Object,0.00,0,0,23,0,0,5,1,2,552,1
"","org.joda.time.format","PeriodFormatterBuilder$CompositeAffix",7,0.39,2.00,44,0.44,19857.83,10,3,19,7,0,114.62,6,55,5.00,0,2,114.62,0.00,0.50,0.67,1,0.00,4,1327.72,1,4,0,org.joda.time.format.IgnorableAffix,0.00,0,1,14,0,0,3,0,4,302,1
"","org.joda.time.format","PeriodFormatterBuilder$FieldFormatter",14,0.26,6.14,333,4.10,421314.76,22,8,19,14,8,105.14,55,434,44.00,0,1,84.52,0.00,0.00,0.37,5,0.00,26,12297.08,1,8,8,java.lang.Object,0.00,0,0,86,0,0,6,1,48,2145,1
"","org.joda.time.format","PeriodFormatterBuilder$IgnorableAffix",2,0.00,6.00,36,0.37,21094.54,3,1,19,2,0,42.08,19,39,29.00,0,1,92.08,0.00,0.00,1.00,0,0.00,8,1103.34,1,1,0,java.lang.Object,0.00,0,0,12,0,0,1,1,8,213,2
"","org.joda.time.format","PeriodFormatterBuilder$Literal",6,0.10,1.17,17,0.17,2329.24,8,2,19,7,4,139.35,4,28,5.00,0,1,139.35,0.00,0.00,0.42,0,0.00,2,520.14,0,3,4,java.lang.Object,0.00,1,0,7,0,1,3,1,2,130,1
"","org.joda.time.format","PeriodFormatterBuilder$PeriodFieldAffix",7,0.00,1.00,8,0.64,14195.20,7,0,19,7,0,184.84,20,9,0.00,0,1,144.96,0.00,0.00,0.00,0,7.00,1,1920.13,0,4,0,,0.00,0,0,7,0,0,3,0,32,401,1
"","org.joda.time.format","PeriodFormatterBuilder$PluralAffix",7,0.58,2.57,49,0.56,32214.26,9,2,19,7,0,160.41,7,65,26.00,0,2,110.41,0.00,0.50,1.00,0,0.00,7,1667.57,1,4,0,org.joda.time.format.IgnorableAffix,0.00,0,1,18,0,0,3,0,4,362,1
"","org.joda.time.format","PeriodFormatterBuilder$RegExAffix",8,0.11,2.38,59,0.62,23130.53,12,4,19,9,0,112.02,7,63,6.00,0,2,112.02,0.00,0.50,0.34,1,0.00,5,1863.67,1,5,0,org.joda.time.format.IgnorableAffix,0.00,1,1,19,0,1,3,0,2,399,1
"","org.joda.time.format","PeriodFormatterBuilder$RegExAffix$Comparator<String>",1,0.00,1.00,3,0.02,431.72,1,0,19,1,0,132.45,0,5,3.00,0,1,132.45,0.00,0.00,0.00,0,1.00,1,74.01,0,1,0,java.lang.Object,0.00,0,0,1,0,0,0,0,0,20,1
"","org.joda.time.format","PeriodFormatterBuilder$Separator",7,0.48,4.71,111,1.44,97834.36,16,9,19,7,4,144.13,9,148,42.00,0,1,94.13,0.00,0.00,0.52,0,0.00,8,4305.73,0,4,4,java.lang.Object,0.00,0,0,33,0,0,3,1,6,812,1
"","org.joda.time.format","PeriodFormatterBuilder$SimpleAffix",7,0.00,1.86,50,0.41,15306.08,8,1,19,7,0,113.03,5,50,6.00,0,2,113.03,0.00,0.50,1.00,0,0.00,5,1230.68,1,4,0,org.joda.time.format.IgnorableAffix,0.00,0,1,13,0,0,3,0,3,257,1
"","org.joda.time.format","PeriodParser",1,0.00,1.00,2,0.02,126.64,1,0,2,1,9,161.35,18,3,0.00,8,1,143.21,0.00,0.00,0.00,0,1.00,1,59.11,0,1,1,,0.00,0,0,1,0,0,0,0,2,17,1
"","org.joda.time.format","PeriodPrinter",4,0.00,1.00,5,0.25,3778.39,4,0,4,4,9,105.28,31,6,0.00,8,1,147.57,0.00,0.00,0.00,0,4.00,1,757.48,0,2,1,,0.00,0,0,4,0,0,2,0,25,174,1
"","org.joda.time","PeriodType",39,0.01,2.23,290,3.99,266324.35,69,30,7,40,67,60.99,321,464,37.00,65,1,109.10,0.00,0.00,0.03,21,960.00,17,11977.80,0,38,3,java.lang.Object,0.00,1,0,87,0,1,1,1,49,2347,1
"","org.joda.time.field","PreciseDateTimeField",7,0.06,1.43,30,0.33,8257.38,10,3,2,7,8,74.27,68,45,24.00,4,4,124.27,0.50,0.50,0.29,2,9.00,3,976.10,2,6,4,org.joda.time.field.PreciseDurationDateTimeField,0.17,0,3,10,2,0,1,0,9,224,1
"","org.joda.time.field","PreciseDurationDateTimeField",10,0.07,1.50,39,0.33,9114.93,13,3,2,10,6,87.51,70,60,4.00,2,3,129.80,2.67,0.18,0.27,2,2.00,3,999.43,2,9,4,org.joda.time.field.BaseDateTimeField,0.19,0,2,15,8,0,1,0,10,247,2
"","org.joda.time.field","PreciseDurationField",11,0.05,1.18,37,0.33,7018.69,13,2,1,11,8,113.20,65,50,6.00,5,3,131.08,0.00,0.67,0.45,0,0.00,3,999.31,1,10,3,org.joda.time.field.BaseDurationField,0.56,0,2,13,0,0,1,0,15,253,1
"","org.joda.time.tz","Provider",2,0.00,1.00,3,0.04,406.99,2,0,2,2,11,134.95,10,4,0.00,11,1,152.82,0.00,0.00,0.00,0,2.00,1,120.41,0,2,1,,0.00,0,0,2,0,0,0,0,6,34,1
"","org.joda.time","ReadWritableDateTime",26,0.00,1.00,27,9.42,165709.56,26,0,0,26,4,108.82,180,30,0.00,2,3,141.04,0.00,0.67,0.00,0,26.00,1,28270.17,0,0,2,,0.00,0,2,26,0,0,26,0,945,4789,1
"","org.joda.time","ReadWritableInstant",12,0.00,1.00,13,1.69,28189.76,12,0,0,12,10,96.35,105,14,0.00,3,2,144.45,0.00,0.50,0.00,0,12.00,1,5061.28,0,0,7,,0.00,0,1,12,0,0,12,0,182,1024,1
"","org.joda.time","ReadWritableInterval",12,0.00,1.00,13,1.61,25011.45,12,0,0,12,19,102.57,84,14,0.00,14,2,144.86,0.00,0.50,0.00,0,12.00,1,4823.48,0,0,5,,0.00,0,1,12,0,0,12,0,221,976,1
"","org.joda.time","ReadWritablePeriod",26,0.00,1.00,27,9.19,237696.77,26,0,0,26,22,97.52,196,30,0.00,19,2,139.81,0.00,0.50,0.00,0,26.00,1,27566.12,0,0,3,,0.00,0,1,26,0,0,26,0,945,5022,1
"","org.joda.time","ReadableDateTime",22,0.00,1.00,23,3.94,61696.67,22,0,1,22,8,111.63,132,24,0.00,7,2,143.85,0.00,0.50,0.00,0,22.00,1,11812.62,0,22,3,,0.00,0,1,22,0,0,0,0,552,2270,1
"","org.joda.time","ReadableDuration",9,0.00,1.00,10,0.75,11347.62,9,0,0,9,27,98.11,92,11,0.00,27,1,146.58,0.00,0.00,0.00,0,9.00,1,2243.38,0,9,2,,0.00,0,0,9,0,0,0,0,240,475,1
"","org.joda.time.convert","ReadableDurationConverter",4,1.00,1.25,18,0.17,3746.13,5,1,4,5,10,76.61,41,22,8.00,3,2,125.09,0.00,0.50,0.00,0,4.00,2,523.75,0,2,7,org.joda.time.convert.AbstractConverter,0.00,1,1,5,0,1,2,1,8,120,0
"","org.joda.time","ReadableInstant",12,0.00,1.00,13,1.39,21041.76,12,0,0,12,67,95.46,116,14,0.00,65,1,145.45,0.00,0.00,0.00,0,12.00,1,4169.46,0,12,4,,0.00,0,0,12,0,0,0,0,403,823,1
"","org.joda.time.convert","ReadableInstantConverter",5,1.00,1.80,23,0.22,5881.42,6,1,5,6,11,74.23,49,34,10.00,3,2,124.23,0.00,0.50,0.00,0,5.00,4,657.60,0,4,8,org.joda.time.convert.AbstractConverter,0.00,1,1,9,0,1,1,1,8,159,0
"","org.joda.time","ReadableInterval",21,0.00,1.00,22,3.89,40624.60,21,0,0,21,38,100.99,234,23,0.00,32,1,145.12,0.00,0.00,0.00,0,21.00,1,11656.31,0,21,8,,0.00,0,0,21,0,0,0,0,594,2207,1
"","org.joda.time.convert","ReadableIntervalConverter",6,1.00,1.33,27,0.30,7894.53,7,1,5,7,12,75.81,50,35,8.00,3,2,123.91,0.00,0.50,0.00,0,6.00,2,889.60,0,3,9,org.joda.time.convert.AbstractConverter,0.00,1,1,8,0,1,3,1,11,197,0
"","org.joda.time","ReadablePartial",11,0.00,1.00,12,1.23,19280.99,11,0,0,11,97,101.33,124,13,0.00,95,1,145.46,0.00,0.00,0.00,0,11.00,1,3680.32,0,11,5,,0.00,0,0,11,0,0,0,0,432,733,1
"","org.joda.time.convert","ReadablePartialConverter",5,1.00,1.40,24,0.23,7349.08,6,1,4,6,9,73.52,48,30,9.00,3,2,123.52,0.00,0.50,0.00,1,5.00,2,694.02,0,4,6,org.joda.time.convert.AbstractConverter,0.00,1,1,7,0,1,1,1,8,164,0
"","org.joda.time","ReadablePeriod",11,0.00,1.00,12,0.99,8556.08,11,0,0,11,63,98.24,99,13,0.00,62,1,148.23,0.00,0.00,0.00,0,11.00,1,2983.31,0,11,4,,0.00,0,0,11,0,0,0,0,168,629,1
"","org.joda.time.convert","ReadablePeriodConverter",4,1.00,1.00,11,0.09,1167.23,5,1,4,5,9,90.36,39,17,7.00,3,2,140.36,0.00,0.50,0.00,0,4.00,1,259.41,0,2,6,org.joda.time.convert.AbstractConverter,0.00,1,1,4,0,1,2,1,7,72,0
"","org.joda.time.field","RemainderDateTimeField",20,0.04,1.25,68,0.66,14272.08,24,4,3,20,10,130.92,95,102,10.00,4,4,130.68,0.00,0.75,0.21,3,50.00,3,1969.80,2,15,7,org.joda.time.field.DecoratedDateTimeField,0.39,0,3,25,0,0,5,0,14,480,1
"","org.joda.time.field","ScaledDurationField",17,0.00,1.18,55,0.62,13877.95,19,2,2,17,8,170.12,37,77,10.00,4,4,130.23,0.00,0.75,0.50,0,0.00,3,1847.18,2,16,4,org.joda.time.field.DecoratedDurationField,0.88,0,3,20,0,0,1,0,6,460,1
"","org.joda.time","Seconds",26,0.08,1.38,101,1.03,20917.92,34,8,6,30,28,81.77,277,141,16.00,14,2,130.25,0.00,0.50,0.05,2,98.00,2,3095.39,1,25,20,org.joda.time.base.BaseSingleFieldPeriod,0.09,4,1,36,0,4,1,0,41,735,2
"","org.joda.time.field","SkipDateTimeField",6,0.10,1.83,33,0.29,7739.61,10,4,4,6,10,102.42,30,46,4.00,4,3,120.29,0.00,0.67,0.33,0,2.00,3,877.41,6,4,6,org.joda.time.field.DelegatedDateTimeField,0.08,0,2,11,0,0,2,0,4,201,2
"","org.joda.time.field","SkipUndoDateTimeField",6,0.10,1.67,31,0.25,5786.71,10,4,2,6,5,103.44,31,42,3.00,1,3,121.31,0.00,0.67,0.33,0,2.00,3,747.48,6,4,4,org.joda.time.field.DelegatedDateTimeField,0.08,0,2,10,0,0,2,0,4,179,2
"","org.joda.time.chrono","StrictChronology",9,0.50,1.89,60,0.73,21981.49,11,2,4,9,15,115.38,42,79,8.00,10,4,115.15,0.00,0.75,0.06,2,16.00,4,2179.54,2,7,5,org.joda.time.chrono.AssembledChronology,0.05,0,3,17,0,0,2,0,7,474,2
"","org.joda.time.field","StrictDateTimeField",4,1.00,1.75,17,0.14,4031.50,5,1,1,4,6,106.89,21,26,5.00,3,3,124.76,0.00,0.67,0.00,0,4.00,4,429.30,3,3,4,org.joda.time.field.DelegatedDateTimeField,0.06,0,2,7,0,0,1,0,3,108,1
"","org.joda.time.convert","StringConverter",7,1.00,3.71,95,1.76,157971.90,8,1,11,8,21,50.74,80,126,43.00,4,2,94.86,0.00,0.50,0.00,0,7.00,10,5282.66,1,4,17,org.joda.time.convert.AbstractConverter,0.00,1,1,26,0,1,3,1,22,902,0
"","org.joda.time","TestAbstractPartial",11,0.16,1.55,72,0.92,25249.89,16,5,6,12,10,115.41,6,102,13.00,1,2,115.41,0.00,0.50,0.05,1,25.00,3,2774.78,2,1,9,junit.framework.TestCase,0.00,1,1,17,0,1,10,0,2,601,1
"","org.joda.time","TestAbstractPartial$MockPartial",6,0.80,1.17,20,0.13,1993.53,7,1,6,6,4,133.31,1,28,3.00,0,2,133.31,0.00,0.50,0.33,0,10.00,2,388.62,0,4,4,org.joda.time.base.AbstractPartial,0.00,0,1,7,0,0,2,0,1,104,1
"","org.joda.time","TestAbstractPartial$MockProperty0",3,0.00,1.00,8,0.05,471.06,4,1,6,4,4,142.48,0,12,2.00,0,2,142.48,0.00,0.50,1.00,0,0.00,1,141.92,0,3,4,org.joda.time.field.AbstractPartialFieldProperty,0.22,1,1,3,0,1,0,0,0,43,1
"","org.joda.time","TestAbstractPartial$MockProperty0Chrono",1,0.00,1.00,3,0.03,301.17,1,0,6,1,2,133.68,0,4,3.00,0,2,133.68,0.00,0.50,0.00,0,1.00,1,91.76,0,1,2,org.joda.time.MockProperty0,0.00,0,1,1,0,0,0,0,0,26,1
"","org.joda.time","TestAbstractPartial$MockProperty0Chrono$MockPartial",1,0.00,1.00,3,0.01,109.62,1,0,6,1,2,137.14,0,5,3.00,0,1,137.14,0.00,0.00,0.00,0,1.00,1,36.54,0,1,2,java.lang.Object,0.00,0,0,1,0,0,0,0,0,11,1
"","org.joda.time","TestAbstractPartial$MockProperty0Field",1,0.00,1.00,3,0.02,153.30,1,0,6,1,2,135.99,0,5,4.00,0,2,135.99,0.00,0.50,0.00,0,1.00,1,56.43,0,1,2,org.joda.time.MockProperty0,0.00,0,1,1,0,0,0,0,0,18,1
"","org.joda.time","TestAbstractPartial$MockProperty0Val",1,0.00,1.00,3,0.01,68.00,1,0,6,1,0,138.77,0,5,0.00,0,2,138.77,0.00,0.50,0.00,0,1.00,1,32.00,0,1,0,org.joda.time.MockProperty0,0.00,0,1,1,0,0,0,0,0,12,1
"","org.joda.time","TestAbstractPartial$MockProperty1",3,0.00,1.00,8,0.05,471.06,4,1,6,4,4,142.48,0,12,2.00,0,2,142.48,0.00,0.50,1.00,0,0.00,1,141.92,0,3,4,org.joda.time.field.AbstractPartialFieldProperty,0.22,1,1,3,0,1,0,0,0,43,1
"","org.joda.time.convert","TestAll",3,0.00,1.00,21,0.25,9598.90,3,0,3,3,12,151.76,7,27,14.00,0,2,111.87,0.00,0.50,0.00,0,3.00,1,745.52,0,1,12,junit.framework.TestCase,0.00,0,1,3,0,0,2,0,1,169,1
"","org.joda.time.tz","TestAll",3,0.00,1.00,14,0.14,4160.11,3,0,3,3,5,163.68,7,20,12.00,0,2,123.80,0.00,0.50,0.00,0,3.00,1,424.05,0,1,5,junit.framework.TestCase,0.00,0,1,3,0,0,2,0,1,106,1
"","org.joda.time.chrono","TestAll",3,1.00,1.00,20,0.21,7588.73,4,1,4,3,11,155.06,7,24,14.00,5,2,115.18,0.00,0.50,0.33,0,4.00,1,629.77,0,1,10,junit.framework.TestCase,0.00,0,1,3,0,0,2,0,1,147,1
"","org.joda.time","TestAll",3,0.00,1.00,83,1.52,77411.89,3,0,3,3,74,122.75,8,89,21.00,0,2,82.87,0.00,0.50,0.00,0,3.00,1,4563.77,0,1,74,junit.framework.TestCase,0.00,0,1,3,0,0,2,0,2,727,1
"","org.joda.time.field","TestAll",3,0.00,1.00,18,0.20,7142.19,3,0,3,3,9,155.27,7,24,14.00,0,2,115.38,0.00,0.50,0.00,0,3.00,1,602.25,0,1,9,junit.framework.TestCase,0.00,0,1,3,0,0,2,0,1,142,1
"","org.joda.time.chrono.gj","TestAll",3,0.00,1.00,11,0.11,2279.48,3,0,3,3,1,170.40,7,17,9.00,0,2,130.52,0.00,0.50,0.00,0,3.00,1,328.14,0,1,1,junit.framework.TestCase,0.00,0,1,3,0,0,2,0,1,83,1
"","org.joda.time.format","TestAll",3,0.00,1.00,24,0.30,12200.49,3,0,3,3,15,148.78,7,30,14.00,0,2,108.89,0.00,0.50,0.00,0,3.00,1,895.60,0,1,15,junit.framework.TestCase,0.00,0,1,3,0,0,2,0,1,196,1
"","org.joda.time","TestAllPackages",3,0.00,1.00,18,0.30,13893.43,3,0,5,3,0,152.99,6,24,32.00,0,2,113.11,0.00,0.50,0.00,0,3.00,1,891.18,0,1,0,junit.framework.TestCase,0.00,0,1,3,0,0,2,0,4,200,1
"","org.joda.time.field","TestBaseDateTimeField",53,0.00,1.21,309,4.26,179640.14,53,0,12,53,10,117.08,19,370,15.00,1,2,117.08,0.00,0.50,0.00,1,53.00,5,12765.80,2,1,9,junit.framework.TestCase,0.00,0,1,64,0,0,52,0,15,2736,1
"","org.joda.time.field","TestBaseDateTimeField$MockBaseDateTimeField",1,0.00,1.00,3,0.01,60.00,1,0,12,1,0,139.20,0,5,0.00,0,1,139.20,0.00,0.00,0.00,0,1.00,1,24.00,0,1,0,java.lang.Object,0.00,0,0,1,0,0,0,0,0,8,1
"","org.joda.time.field","TestBaseDateTimeField$MockBaseDateTimeField_0",1,0.00,1.00,3,0.01,60.00,1,0,12,1,0,139.20,0,5,0.00,0,1,139.20,0.00,0.00,0.00,0,1.00,1,24.00,0,1,0,java.lang.Object,0.00,0,0,1,0,0,0,0,0,8,1
"","org.joda.time.field","TestBaseDateTimeField$MockBaseDateTimeField_1",1,0.00,1.00,3,0.01,60.00,1,0,12,1,0,139.20,0,5,0.00,0,1,139.20,0.00,0.00,0.00,0,1.00,1,24.00,0,1,0,java.lang.Object,0.00,0,0,1,0,0,0,0,0,8,1
"","org.joda.time.field","TestBaseDateTimeField$MockBaseDateTimeField_2",1,0.00,1.00,3,0.01,85.59,1,0,12,1,0,137.99,0,5,0.00,0,1,137.99,0.00,0.00,0.00,0,1.00,1,28.53,0,1,0,java.lang.Object,0.00,0,0,1,0,0,0,0,0,9,1
"","org.joda.time.field","TestBaseDateTimeField$MockBaseDateTimeField_3",10,0.00,1.00,21,0.13,1438.04,10,0,12,10,4,142.78,1,32,5.00,0,3,142.78,0.00,0.67,0.00,0,10.00,1,399.22,0,8,4,org.joda.time.field.BaseDateTimeField,0.21,0,2,10,0,0,2,0,1,121,1
"","org.joda.time.field","TestBaseDateTimeField$MockCountingDurationField",9,0.25,1.00,25,0.16,1970.95,12,3,12,9,2,141.34,1,35,4.00,0,3,141.34,0.00,0.67,0.11,0,30.00,1,473.03,0,8,2,org.joda.time.field.BaseDurationField,0.59,0,2,9,0,0,1,0,1,136,1
"","org.joda.time.field","TestBaseDateTimeField$MockPartial",2,0.00,2.00,9,0.07,1032.96,2,0,12,2,4,127.02,0,14,4.00,0,3,127.02,0.00,0.67,0.00,0,2.00,3,216.48,0,2,4,org.joda.time.base.BasePartial,0.00,0,2,4,0,0,0,0,0,54,1
"","org.joda.time.field","TestBaseDateTimeField$MockStandardBaseDateTimeField",3,0.00,1.00,7,0.04,334.78,3,0,12,3,2,143.65,0,11,5.00,0,2,143.65,0.00,0.50,0.00,0,3.00,1,122.96,0,2,2,org.joda.time.field.MockBaseDateTimeField,0.00,0,1,3,0,0,1,0,0,39,1
"","org.joda.time","TestBasePartial",6,0.12,1.33,43,0.57,20135.30,11,5,3,7,6,161.64,6,59,8.00,1,2,111.64,0.00,0.50,0.10,1,10.00,3,1707.62,2,1,5,junit.framework.TestCase,0.00,1,1,8,0,1,5,0,2,359,1
"","org.joda.time","TestBasePartial$MockPartial",8,0.00,1.12,23,0.15,2002.60,8,0,3,8,3,140.86,0,33,3.00,0,3,140.86,0.00,0.67,0.00,0,8.00,2,449.63,3,4,3,org.joda.time.base.BasePartial,0.00,0,2,9,0,0,4,0,0,124,1
"","org.joda.time","TestBaseSingleFieldPeriod",17,1.00,1.76,156,2.45,130268.61,18,1,3,18,19,144.57,48,203,20.00,1,2,104.69,0.00,0.50,0.06,1,32.00,7,7356.71,2,1,18,junit.framework.TestCase,0.00,1,1,30,0,1,16,0,42,1503,1
"","org.joda.time","TestBaseSingleFieldPeriod$Single",8,0.00,1.00,17,0.14,1928.50,8,0,3,8,6,141.01,2,26,5.00,0,2,141.01,0.00,0.50,0.00,0,8.00,1,418.41,2,6,6,org.joda.time.base.BaseSingleFieldPeriod,0.31,0,1,8,0,0,2,0,2,120,1
"","org.joda.time.chrono","TestBuddhistChronology",19,0.06,1.21,287,5.33,346355.27,32,13,11,21,13,93.53,10,315,28.00,1,2,93.53,0.00,0.50,0.13,1,124.00,4,15991.77,3,1,13,junit.framework.TestCase,0.00,2,1,23,0,2,18,0,5,3061,1
"","org.joda.time.tz","TestBuilder",15,0.19,1.40,101,3.18,147084.72,18,3,9,16,7,110.46,7,253,24.00,2,2,110.46,0.00,0.50,0.16,6,86.00,5,9534.32,1,4,5,junit.framework.TestCase,0.00,1,1,21,0,1,11,0,2,1591,1
"","org.joda.time.tz","TestCachedDateTimeZone",7,0.83,1.00,29,0.31,5904.05,8,1,7,7,3,125.50,6,37,17.00,1,2,125.50,0.00,0.50,0.29,1,13.00,1,942.69,2,1,2,junit.framework.TestCase,0.00,0,1,7,0,0,6,0,2,217,1
"","org.joda.time.convert","TestCalendarConverter",12,0.07,1.33,85,1.60,60068.93,16,4,18,13,12,160.28,15,104,22.00,1,2,110.28,0.00,0.50,0.19,1,52.00,3,4798.66,1,1,11,junit.framework.TestCase,0.00,1,1,16,0,1,11,0,11,922,1
"","org.joda.time","TestChronology",12,0.01,1.00,126,2.24,85909.15,21,9,16,13,19,153.34,18,152,34.00,1,2,103.34,0.00,0.50,0.10,1,34.00,1,6710.87,1,1,18,junit.framework.TestCase,0.00,1,1,12,0,1,11,0,8,1345,1
"","org.joda.time.tz","TestCompiler",22,0.20,1.32,129,1.82,35972.15,26,4,13,22,9,119.56,12,199,22.00,1,2,119.56,0.00,0.50,0.06,6,118.00,3,5466.34,3,5,8,junit.framework.TestCase,0.00,0,1,29,0,0,17,0,20,1156,1
"","org.joda.time.tz","TestCompiler$Runnable",1,0.00,1.00,3,0.02,232.46,1,0,13,1,0,134.57,0,5,1.00,0,1,134.57,0.00,0.00,0.00,0,1.00,1,66.42,1,0,0,java.lang.Object,0.00,0,0,1,0,0,1,0,0,17,1
"","org.joda.time.convert","TestConverterManager",66,0.02,1.50,505,8.47,239251.94,73,7,34,66,27,111.35,46,660,21.00,1,2,111.35,0.00,0.50,0.16,1,1930.00,3,25400.78,2,1,26,junit.framework.TestCase,0.00,0,1,99,0,0,65,0,33,5059,1
